[12:28:21 WIB 2026-09-01] === MONITOR XAU V2 MULAI (update 28 Aug: self-lock + guard TF + wick sanity + state persist) ===
[12:28:21 WIB 2026-09-01]   [A] SELL LIMIT SELL entry=4538 SL=4550 TP1=4449 TP2=4370 (waiting)
[12:28:21 WIB 2026-09-01]   [B] BUY LIMIT BUY entry=4400 SL=4355 TP1=4450 TP2=4538 (waiting)
[12:28:21 WIB 2026-09-01] [A] SELL LIMIT 4538 belum kena | harga=4427.18 | PINE=FLAT RSI=39.7
[10:54:51 WIB 2026-09-03] *** TP1 KENA *** harga=4429.84 — L1 profit! Geser SL L2 ke BE 4310
[10:55:51 WIB 2026-09-03] *** TP1 KENA *** harga=4430.12 — L1 profit! Geser SL L2 ke BE 4310
[10:56:51 WIB 2026-09-03] *** TP1 KENA *** harga=4431.97 — L1 profit! Geser SL L2 ke BE 4310
[10:57:51 WIB 2026-09-03] *** TP1 KENA *** harga=4432.16 — L1 profit! Geser SL L2 ke BE 4310
[10:58:51 WIB 2026-09-03] *** TP1 KENA *** harga=4431.68 — L1 profit! Geser SL L2 ke BE 4310
[10:59:51 WIB 2026-09-03] *** TP1 KENA *** harga=4431.63 — L1 profit! Geser SL L2 ke BE 4310
[11:00:51 WIB 2026-09-03] *** TP1 KENA *** harga=4430.85 — L1 profit! Geser SL L2 ke BE 4310
[11:01:51 WIB 2026-09-03] *** TP1 KENA *** harga=4429.00 — L1 profit! Geser SL L2 ke BE 4310
[11:02:51 WIB 2026-09-03] *** TP1 KENA *** harga=4428.60 — L1 profit! Geser SL L2 ke BE 4310
[11:03:51 WIB 2026-09-03] *** TP1 KENA *** harga=4427.26 — L1 profit! Geser SL L2 ke BE 4310
[11:04:51 WIB 2026-09-03] *** TP1 KENA *** harga=4428.18 — L1 profit! Geser SL L2 ke BE 4310
[11:05:51 WIB 2026-09-03] *** TP1 KENA *** harga=4426.78 — L1 profit! Geser SL L2 ke BE 4310
[11:06:51 WIB 2026-09-03] *** TP1 KENA *** harga=4427.47 — L1 profit! Geser SL L2 ke BE 4310
[11:07:51 WIB 2026-09-03] *** TP1 KENA *** harga=4428.81 — L1 profit! Geser SL L2 ke BE 4310
[11:08:51 WIB 2026-09-03] *** TP1 KENA *** harga=4432.27 — L1 profit! Geser SL L2 ke BE 4310
[11:09:51 WIB 2026-09-03] *** TP1 KENA *** harga=4433.27 — L1 profit! Geser SL L2 ke BE 4310
[11:10:51 WIB 2026-09-03] *** TP1 KENA *** harga=4435.36 — L1 profit! Geser SL L2 ke BE 4310
[11:11:51 WIB 2026-09-03] *** TP1 KENA *** harga=4433.82 — L1 profit! Geser SL L2 ke BE 4310
[11:12:51 WIB 2026-09-03] *** TP1 KENA *** harga=4433.07 — L1 profit! Geser SL L2 ke BE 4310
[11:13:51 WIB 2026-09-03] *** TP1 KENA *** harga=4432.09 — L1 profit! Geser SL L2 ke BE 4310
[11:14:51 WIB 2026-09-03] *** TP1 KENA *** harga=4431.49 — L1 profit! Geser SL L2 ke BE 4310
[11:15:51 WIB 2026-09-03] *** TP1 KENA *** harga=4430.67 — L1 profit! Geser SL L2 ke BE 4310
[11:16:51 WIB 2026-09-03] *** TP1 KENA *** harga=4430.27 — L1 profit! Geser SL L2 ke BE 4310
[11:17:51 WIB 2026-09-03] *** TP1 KENA *** harga=4430.98 — L1 profit! Geser SL L2 ke BE 4310
[11:18:51 WIB 2026-09-03] *** TP1 KENA *** harga=4430.98 — L1 profit! Geser SL L2 ke BE 4310
[11:19:51 WIB 2026-09-03] *** TP1 KENA *** harga=4430.69 — L1 profit! Geser SL L2 ke BE 4310
[11:20:51 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 60 mnt) — auto-set M15, siklus ini dilewati
[11:21:51 WIB 2026-09-03] *** TP1 KENA *** harga=4432.34 — L1 profit! Geser SL L2 ke BE 4310
[11:22:51 WIB 2026-09-03] *** TP1 KENA *** harga=4431.86 — L1 profit! Geser SL L2 ke BE 4310
[11:23:52 WIB 2026-09-03] *** TP1 KENA *** harga=4432.87 — L1 profit! Geser SL L2 ke BE 4310
[11:24:52 WIB 2026-09-03] *** TP1 KENA *** harga=4433.93 — L1 profit! Geser SL L2 ke BE 4310
[11:25:52 WIB 2026-09-03] *** TP1 KENA *** harga=4435.53 — L1 profit! Geser SL L2 ke BE 4310
[11:26:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.11 — L1 profit! Geser SL L2 ke BE 4310
[11:27:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 1440 mnt) — auto-set M15, siklus ini dilewati
[11:28:52 WIB 2026-09-03] *** TP1 KENA *** harga=4435.09 — L1 profit! Geser SL L2 ke BE 4310
[11:29:52 WIB 2026-09-03] *** TP1 KENA *** harga=4435.84 — L1 profit! Geser SL L2 ke BE 4310
[11:30:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.29 — L1 profit! Geser SL L2 ke BE 4310
[11:31:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.54 — L1 profit! Geser SL L2 ke BE 4310
[11:32:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.20 — L1 profit! Geser SL L2 ke BE 4310
[11:33:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 60 mnt) — auto-set M15, siklus ini dilewati
[11:34:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.10 — L1 profit! Geser SL L2 ke BE 4310
[11:35:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.23 — L1 profit! Geser SL L2 ke BE 4310
[11:36:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.23 — L1 profit! Geser SL L2 ke BE 4310
[11:37:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.01 — L1 profit! Geser SL L2 ke BE 4310
[11:38:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 60 mnt) — auto-set M15, siklus ini dilewati
[11:39:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.93 — L1 profit! Geser SL L2 ke BE 4310
[11:40:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.36 — L1 profit! Geser SL L2 ke BE 4310
[11:41:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.27 — L1 profit! Geser SL L2 ke BE 4310
[11:42:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.91 — L1 profit! Geser SL L2 ke BE 4310
[11:43:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.77 — L1 profit! Geser SL L2 ke BE 4310
[11:44:52 WIB 2026-09-03] *** TP1 KENA *** harga=4438.12 — L1 profit! Geser SL L2 ke BE 4310
[11:45:52 WIB 2026-09-03] *** TP1 KENA *** harga=4438.01 — L1 profit! Geser SL L2 ke BE 4310
[11:46:52 WIB 2026-09-03] *** TP1 KENA *** harga=4438.11 — L1 profit! Geser SL L2 ke BE 4310
[11:47:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.86 — L1 profit! Geser SL L2 ke BE 4310
[11:48:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.87 — L1 profit! Geser SL L2 ke BE 4310
[11:49:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.47 — L1 profit! Geser SL L2 ke BE 4310
[11:50:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.18 — L1 profit! Geser SL L2 ke BE 4310
[11:51:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.07 — L1 profit! Geser SL L2 ke BE 4310
[11:52:52 WIB 2026-09-03] *** TP1 KENA *** harga=4435.66 — L1 profit! Geser SL L2 ke BE 4310
[11:53:52 WIB 2026-09-03] *** TP1 KENA *** harga=4435.52 — L1 profit! Geser SL L2 ke BE 4310
[11:54:52 WIB 2026-09-03] *** TP1 KENA *** harga=4435.59 — L1 profit! Geser SL L2 ke BE 4310
[11:55:52 WIB 2026-09-03] *** TP1 KENA *** harga=4435.53 — L1 profit! Geser SL L2 ke BE 4310
[11:56:52 WIB 2026-09-03] *** TP1 KENA *** harga=4435.59 — L1 profit! Geser SL L2 ke BE 4310
[11:57:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.18 — L1 profit! Geser SL L2 ke BE 4310
[11:58:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.48 — L1 profit! Geser SL L2 ke BE 4310
[11:59:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.38 — L1 profit! Geser SL L2 ke BE 4310
[12:00:52 WIB 2026-09-03] *** TP1 KENA *** harga=4438.96 — L1 profit! Geser SL L2 ke BE 4310
[12:01:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.58 — L1 profit! Geser SL L2 ke BE 4310
[12:02:52 WIB 2026-09-03] *** TP1 KENA *** harga=4438.19 — L1 profit! Geser SL L2 ke BE 4310
[12:03:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.90 — L1 profit! Geser SL L2 ke BE 4310
[12:04:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.98 — L1 profit! Geser SL L2 ke BE 4310
[12:05:52 WIB 2026-09-03] *** TP1 KENA *** harga=4433.90 — L1 profit! Geser SL L2 ke BE 4310
[12:06:52 WIB 2026-09-03] *** TP1 KENA *** harga=4433.24 — L1 profit! Geser SL L2 ke BE 4310
[12:07:52 WIB 2026-09-03] *** TP1 KENA *** harga=4433.23 — L1 profit! Geser SL L2 ke BE 4310
[12:08:52 WIB 2026-09-03] *** TP1 KENA *** harga=4431.99 — L1 profit! Geser SL L2 ke BE 4310
[12:09:52 WIB 2026-09-03] *** TP1 KENA *** harga=4431.01 — L1 profit! Geser SL L2 ke BE 4310
[12:10:52 WIB 2026-09-03] *** TP1 KENA *** harga=4431.73 — L1 profit! Geser SL L2 ke BE 4310
[12:11:52 WIB 2026-09-03] *** TP1 KENA *** harga=4431.20 — L1 profit! Geser SL L2 ke BE 4310
[12:12:52 WIB 2026-09-03] *** TP1 KENA *** harga=4431.31 — L1 profit! Geser SL L2 ke BE 4310
[12:13:52 WIB 2026-09-03] *** TP1 KENA *** harga=4430.72 — L1 profit! Geser SL L2 ke BE 4310
[12:14:52 WIB 2026-09-03] *** TP1 KENA *** harga=4430.11 — L1 profit! Geser SL L2 ke BE 4310
[12:15:52 WIB 2026-09-03] *** TP1 KENA *** harga=4428.91 — L1 profit! Geser SL L2 ke BE 4310
[12:16:52 WIB 2026-09-03] *** TP1 KENA *** harga=4428.23 — L1 profit! Geser SL L2 ke BE 4310
[12:17:52 WIB 2026-09-03] *** TP1 KENA *** harga=4427.43 — L1 profit! Geser SL L2 ke BE 4310
[12:18:52 WIB 2026-09-03] *** TP1 KENA *** harga=4430.48 — L1 profit! Geser SL L2 ke BE 4310
[12:19:52 WIB 2026-09-03] *** TP1 KENA *** harga=4428.23 — L1 profit! Geser SL L2 ke BE 4310
[12:20:52 WIB 2026-09-03] *** TP1 KENA *** harga=4426.81 — L1 profit! Geser SL L2 ke BE 4310
[12:21:52 WIB 2026-09-03] *** TP1 KENA *** harga=4425.75 — L1 profit! Geser SL L2 ke BE 4310
[12:22:52 WIB 2026-09-03] *** TP1 KENA *** harga=4425.56 — L1 profit! Geser SL L2 ke BE 4310
[12:23:52 WIB 2026-09-03] *** TP1 KENA *** harga=4423.37 — L1 profit! Geser SL L2 ke BE 4310
[12:24:52 WIB 2026-09-03] *** TP1 KENA *** harga=4425.62 — L1 profit! Geser SL L2 ke BE 4310
[12:25:52 WIB 2026-09-03] *** TP1 KENA *** harga=4424.29 — L1 profit! Geser SL L2 ke BE 4310
[12:26:52 WIB 2026-09-03] *** TP1 KENA *** harga=4425.80 — L1 profit! Geser SL L2 ke BE 4310
[12:27:52 WIB 2026-09-03] *** TP1 KENA *** harga=4424.03 — L1 profit! Geser SL L2 ke BE 4310
[12:28:52 WIB 2026-09-03] *** TP1 KENA *** harga=4424.78 — L1 profit! Geser SL L2 ke BE 4310
[12:29:52 WIB 2026-09-03] *** TP1 KENA *** harga=4426.02 — L1 profit! Geser SL L2 ke BE 4310
[12:30:52 WIB 2026-09-03] *** TP1 KENA *** harga=4426.53 — L1 profit! Geser SL L2 ke BE 4310
[12:31:52 WIB 2026-09-03] *** TP1 KENA *** harga=4424.90 — L1 profit! Geser SL L2 ke BE 4310
[12:32:52 WIB 2026-09-03] *** TP1 KENA *** harga=4428.27 — L1 profit! Geser SL L2 ke BE 4310
[12:33:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 1440 mnt) — auto-set M15, siklus ini dilewati
[12:34:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 60 mnt) — auto-set M15, siklus ini dilewati
[12:35:52 WIB 2026-09-03] *** TP1 KENA *** harga=4431.26 — L1 profit! Geser SL L2 ke BE 4310
[12:36:52 WIB 2026-09-03] *** TP1 KENA *** harga=4426.82 — L1 profit! Geser SL L2 ke BE 4310
[12:37:52 WIB 2026-09-03] *** TP1 KENA *** harga=4428.92 — L1 profit! Geser SL L2 ke BE 4310
[12:38:52 WIB 2026-09-03] *** TP1 KENA *** harga=4429.27 — L1 profit! Geser SL L2 ke BE 4310
[12:39:52 WIB 2026-09-03] *** TP1 KENA *** harga=4428.64 — L1 profit! Geser SL L2 ke BE 4310
[12:40:52 WIB 2026-09-03] *** TP1 KENA *** harga=4426.09 — L1 profit! Geser SL L2 ke BE 4310
[12:41:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 240 mnt) — auto-set M15, siklus ini dilewati
[12:42:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 30 mnt) — auto-set M15, siklus ini dilewati
[12:43:52 WIB 2026-09-03] *** TP1 KENA *** harga=4430.91 — L1 profit! Geser SL L2 ke BE 4310
[12:44:52 WIB 2026-09-03] *** TP1 KENA *** harga=4432.13 — L1 profit! Geser SL L2 ke BE 4310
[12:45:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 60 mnt) — auto-set M15, siklus ini dilewati
[12:46:52 WIB 2026-09-03] *** TP1 KENA *** harga=4428.73 — L1 profit! Geser SL L2 ke BE 4310
[12:47:52 WIB 2026-09-03] *** TP1 KENA *** harga=4431.97 — L1 profit! Geser SL L2 ke BE 4310
[12:48:52 WIB 2026-09-03] *** TP1 KENA *** harga=4433.70 — L1 profit! Geser SL L2 ke BE 4310
[12:49:52 WIB 2026-09-03] *** TP1 KENA *** harga=4434.55 — L1 profit! Geser SL L2 ke BE 4310
[12:50:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.61 — L1 profit! Geser SL L2 ke BE 4310
[12:51:52 WIB 2026-09-03] *** TP1 KENA *** harga=4436.28 — L1 profit! Geser SL L2 ke BE 4310
[12:52:52 WIB 2026-09-03] *** TP1 KENA *** harga=4437.27 — L1 profit! Geser SL L2 ke BE 4310
[12:53:52 WIB 2026-09-03] *** TP1 KENA *** harga=4434.76 — L1 profit! Geser SL L2 ke BE 4310
[12:54:52 WIB 2026-09-03] *** TP1 KENA *** harga=4434.24 — L1 profit! Geser SL L2 ke BE 4310
[12:55:52 WIB 2026-09-03] *** TP1 KENA *** harga=4435.06 — L1 profit! Geser SL L2 ke BE 4310
[12:56:52 WIB 2026-09-03] *** TP1 KENA *** harga=4435.66 — L1 profit! Geser SL L2 ke BE 4310
[12:57:52 WIB 2026-09-03] *** TP1 KENA *** harga=4433.35 — L1 profit! Geser SL L2 ke BE 4310
[12:58:52 WIB 2026-09-03] *** TP1 KENA *** harga=4432.28 — L1 profit! Geser SL L2 ke BE 4310
[12:59:52 WIB 2026-09-03] *** TP1 KENA *** harga=4430.69 — L1 profit! Geser SL L2 ke BE 4310
[13:00:52 WIB 2026-09-03] *** TP1 KENA *** harga=4432.96 — L1 profit! Geser SL L2 ke BE 4310
[13:01:52 WIB 2026-09-03] *** TP1 KENA *** harga=4431.65 — L1 profit! Geser SL L2 ke BE 4310
[13:02:52 WIB 2026-09-03] *** TP1 KENA *** harga=4430.00 — L1 profit! Geser SL L2 ke BE 4310
[13:03:52 WIB 2026-09-03] *** TP1 KENA *** harga=4429.71 — L1 profit! Geser SL L2 ke BE 4310
[13:04:52 WIB 2026-09-03] *** TP1 KENA *** harga=4430.01 — L1 profit! Geser SL L2 ke BE 4310
[13:05:52 WIB 2026-09-03] *** TP1 KENA *** harga=4432.10 — L1 profit! Geser SL L2 ke BE 4310
[13:06:52 WIB 2026-09-03] *** TP1 KENA *** harga=4433.54 — L1 profit! Geser SL L2 ke BE 4310
[13:07:52 WIB 2026-09-03] *** TP1 KENA *** harga=4431.89 — L1 profit! Geser SL L2 ke BE 4310
[13:08:52 WIB 2026-09-03] *** TP1 KENA *** harga=4432.56 — L1 profit! Geser SL L2 ke BE 4310
[13:09:52 WIB 2026-09-03] *** TP1 KENA *** harga=4432.44 — L1 profit! Geser SL L2 ke BE 4310
[13:10:52 WIB 2026-09-03] *** TP1 KENA *** harga=4429.60 — L1 profit! Geser SL L2 ke BE 4310
[13:11:52 WIB 2026-09-03] *** TP1 KENA *** harga=4427.32 — L1 profit! Geser SL L2 ke BE 4310
[13:12:52 WIB 2026-09-03] *** TP1 KENA *** harga=4427.38 — L1 profit! Geser SL L2 ke BE 4310
[13:13:52 WIB 2026-09-03] *** TP1 KENA *** harga=4427.52 — L1 profit! Geser SL L2 ke BE 4310
[13:14:52 WIB 2026-09-03] *** TP1 KENA *** harga=4427.87 — L1 profit! Geser SL L2 ke BE 4310
[13:15:52 WIB 2026-09-03] *** TP1 KENA *** harga=4430.47 — L1 profit! Geser SL L2 ke BE 4310
[13:16:52 WIB 2026-09-03] *** TP1 KENA *** harga=4428.02 — L1 profit! Geser SL L2 ke BE 4310
[13:17:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 60 mnt) — auto-set M15, siklus ini dilewati
[13:18:52 WIB 2026-09-03] *** TP1 KENA *** harga=4427.69 — L1 profit! Geser SL L2 ke BE 4310
[13:19:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 240 mnt) — auto-set M15, siklus ini dilewati
[13:20:52 WIB 2026-09-03] *** TP1 KENA *** harga=4426.40 — L1 profit! Geser SL L2 ke BE 4310
[13:21:52 WIB 2026-09-03] *** TP1 KENA *** harga=4424.10 — L1 profit! Geser SL L2 ke BE 4310
[13:22:52 WIB 2026-09-03] *** TP1 KENA *** harga=4423.74 — L1 profit! Geser SL L2 ke BE 4310
[13:23:52 WIB 2026-09-03] *** TP1 KENA *** harga=4422.40 — L1 profit! Geser SL L2 ke BE 4310
[13:24:52 WIB 2026-09-03] *** TP1 KENA *** harga=4419.20 — L1 profit! Geser SL L2 ke BE 4310
[13:25:52 WIB 2026-09-03] *** TP1 KENA *** harga=4419.89 — L1 profit! Geser SL L2 ke BE 4310
[13:26:52 WIB 2026-09-03] *** TP1 KENA *** harga=4422.52 — L1 profit! Geser SL L2 ke BE 4310
[13:27:52 WIB 2026-09-03] *** TP1 KENA *** harga=4423.84 — L1 profit! Geser SL L2 ke BE 4310
[13:28:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 1440 mnt) — auto-set M15, siklus ini dilewati
[13:29:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 30 mnt) — auto-set M15, siklus ini dilewati
[13:30:52 WIB 2026-09-03] *** TP1 KENA *** harga=4422.42 — L1 profit! Geser SL L2 ke BE 4310
[13:31:52 WIB 2026-09-03] *** TP1 KENA *** harga=4422.65 — L1 profit! Geser SL L2 ke BE 4310
[13:32:52 WIB 2026-09-03] *** TP1 KENA *** harga=4421.64 — L1 profit! Geser SL L2 ke BE 4310
[13:33:52 WIB 2026-09-03] *** TP1 KENA *** harga=4422.51 — L1 profit! Geser SL L2 ke BE 4310
[13:34:52 WIB 2026-09-03] *** TP1 KENA *** harga=4423.13 — L1 profit! Geser SL L2 ke BE 4310
[13:35:52 WIB 2026-09-03] *** TP1 KENA *** harga=4423.85 — L1 profit! Geser SL L2 ke BE 4310
[13:36:52 WIB 2026-09-03] *** TP1 KENA *** harga=4425.18 — L1 profit! Geser SL L2 ke BE 4310
[13:37:52 WIB 2026-09-03] GUARD TF: chart tidak di M15 (interval bar 240 mnt) — auto-set M15, siklus ini dilewati
[13:38:53 WIB 2026-09-03] *** TP1 KENA *** harga=4425.24 — L1 profit! Geser SL L2 ke BE 4310
[13:39:53 WIB 2026-09-03] *** TP1 KENA *** harga=4422.94 — L1 profit! Geser SL L2 ke BE 4310
[13:40:53 WIB 2026-09-03] *** TP1 KENA *** harga=4424.25 — L1 profit! Geser SL L2 ke BE 4310
[13:41:53 WIB 2026-09-03] *** TP1 KENA *** harga=4424.78 — L1 profit! Geser SL L2 ke BE 4310
[13:42:53 WIB 2026-09-03] *** TP1 KENA *** harga=4424.57 — L1 profit! Geser SL L2 ke BE 4310
[13:43:53 WIB 2026-09-03] *** TP1 KENA *** harga=4425.97 — L1 profit! Geser SL L2 ke BE 4310
[13:44:53 WIB 2026-09-03] *** TP1 KENA *** harga=4425.93 — L1 profit! Geser SL L2 ke BE 4310
[13:45:53 WIB 2026-09-03] *** TP1 KENA *** harga=4427.14 — L1 profit! Geser SL L2 ke BE 4310
[13:46:53 WIB 2026-09-03] *** TP1 KENA *** harga=4427.52 — L1 profit! Geser SL L2 ke BE 4310
[13:47:53 WIB 2026-09-03] *** TP1 KENA *** harga=4427.83 — L1 profit! Geser SL L2 ke BE 4310
[13:48:53 WIB 2026-09-03] *** TP1 KENA *** harga=4426.77 — L1 profit! Geser SL L2 ke BE 4310
[13:49:53 WIB 2026-09-03] *** TP1 KENA *** harga=4426.53 — L1 profit! Geser SL L2 ke BE 4310
[13:50:53 WIB 2026-09-03] *** TP1 KENA *** harga=4424.31 — L1 profit! Geser SL L2 ke BE 4310
[13:51:53 WIB 2026-09-03] *** TP1 KENA *** harga=4424.48 — L1 profit! Geser SL L2 ke BE 4310
[13:52:53 WIB 2026-09-03] *** TP1 KENA *** harga=4423.94 — L1 profit! Geser SL L2 ke BE 4310
[13:53:53 WIB 2026-09-03] *** TP1 KENA *** harga=4424.63 — L1 profit! Geser SL L2 ke BE 4310
[13:54:53 WIB 2026-09-03] *** TP1 KENA *** harga=4423.06 — L1 profit! Geser SL L2 ke BE 4310
[13:55:53 WIB 2026-09-03] *** TP1 KENA *** harga=4423.82 — L1 profit! Geser SL L2 ke BE 4310
[13:56:53 WIB 2026-09-03] *** TP1 KENA *** harga=4423.34 — L1 profit! Geser SL L2 ke BE 4310
[13:57:53 WIB 2026-09-03] *** TP1 KENA *** harga=4422.26 — L1 profit! Geser SL L2 ke BE 4310
[13:58:53 WIB 2026-09-03] *** TP1 KENA *** harga=4421.56 — L1 profit! Geser SL L2 ke BE 4310
[13:59:53 WIB 2026-09-03] *** TP1 KENA *** harga=4420.85 — L1 profit! Geser SL L2 ke BE 4310
[14:00:53 WIB 2026-09-03] *** TP1 KENA *** harga=4420.73 — L1 profit! Geser SL L2 ke BE 4310
[14:01:53 WIB 2026-09-03] *** TP1 KENA *** harga=4423.62 — L1 profit! Geser SL L2 ke BE 4310
[14:02:53 WIB 2026-09-03] *** TP1 KENA *** harga=4428.47 — L1 profit! Geser SL L2 ke BE 4310
[14:03:53 WIB 2026-09-03] *** TP1 KENA *** harga=4426.20 — L1 profit! Geser SL L2 ke BE 4310
[14:04:53 WIB 2026-09-03] *** TP1 KENA *** harga=4430.19 — L1 profit! Geser SL L2 ke BE 4310
[14:05:53 WIB 2026-09-03] *** TP1 KENA *** harga=4427.93 — L1 profit! Geser SL L2 ke BE 4310
[14:06:53 WIB 2026-09-03] *** TP1 KENA *** harga=4427.46 — L1 profit! Geser SL L2 ke BE 4310
[14:07:53 WIB 2026-09-03] *** TP1 KENA *** harga=4426.70 — L1 profit! Geser SL L2 ke BE 4310
[14:08:53 WIB 2026-09-03] *** TP1 KENA *** harga=4424.92 — L1 profit! Geser SL L2 ke BE 4310
[14:09:53 WIB 2026-09-03] *** TP1 KENA *** harga=4424.90 — L1 profit! Geser SL L2 ke BE 4310
[14:10:53 WIB 2026-09-03] *** TP1 KENA *** harga=4424.22 — L1 profit! Geser SL L2 ke BE 4310
[14:11:53 WIB 2026-09-03] *** TP1 KENA *** harga=4423.69 — L1 profit! Geser SL L2 ke BE 4310
[14:12:53 WIB 2026-09-03] *** TP1 KENA *** harga=4423.76 — L1 profit! Geser SL L2 ke BE 4310
[14:13:54 WIB 2026-09-03] *** TP1 KENA *** harga=4422.51 — L1 profit! Geser SL L2 ke BE 4310
[14:14:54 WIB 2026-09-03] *** TP1 KENA *** harga=4422.18 — L1 profit! Geser SL L2 ke BE 4310
[14:15:54 WIB 2026-09-03] *** TP1 KENA *** harga=4421.82 — L1 profit! Geser SL L2 ke BE 4310
[14:16:54 WIB 2026-09-03] *** TP1 KENA *** harga=4425.00 — L1 profit! Geser SL L2 ke BE 4310
[14:17:54 WIB 2026-09-03] *** TP1 KENA *** harga=4423.09 — L1 profit! Geser SL L2 ke BE 4310
[14:18:54 WIB 2026-09-03] *** TP1 KENA *** harga=4423.21 — L1 profit! Geser SL L2 ke BE 4310
[14:19:54 WIB 2026-09-03] *** TP1 KENA *** harga=4426.22 — L1 profit! Geser SL L2 ke BE 4310
[14:20:54 WIB 2026-09-03] *** TP1 KENA *** harga=4426.24 — L1 profit! Geser SL L2 ke BE 4310
[14:21:54 WIB 2026-09-03] *** TP1 KENA *** harga=4425.22 — L1 profit! Geser SL L2 ke BE 4310
[14:22:54 WIB 2026-09-03] *** TP1 KENA *** harga=4426.56 — L1 profit! Geser SL L2 ke BE 4310
[14:23:54 WIB 2026-09-03] *** TP1 KENA *** harga=4429.35 — L1 profit! Geser SL L2 ke BE 4310
[14:24:54 WIB 2026-09-03] *** TP1 KENA *** harga=4428.80 — L1 profit! Geser SL L2 ke BE 4310
[14:25:54 WIB 2026-09-03] *** TP1 KENA *** harga=4427.70 — L1 profit! Geser SL L2 ke BE 4310
[14:26:54 WIB 2026-09-03] *** TP1 KENA *** harga=4426.37 — L1 profit! Geser SL L2 ke BE 4310
[14:27:54 WIB 2026-09-03] *** TP1 KENA *** harga=4427.80 — L1 profit! Geser SL L2 ke BE 4310
[14:28:54 WIB 2026-09-03] *** TP1 KENA *** harga=4428.41 — L1 profit! Geser SL L2 ke BE 4310
[14:29:54 WIB 2026-09-03] *** TP1 KENA *** harga=4427.10 — L1 profit! Geser SL L2 ke BE 4310
[14:30:54 WIB 2026-09-03] *** TP1 KENA *** harga=4427.65 — L1 profit! Geser SL L2 ke BE 4310
[14:31:54 WIB 2026-09-03] *** TP1 KENA *** harga=4427.98 — L1 profit! Geser SL L2 ke BE 4310
[14:32:54 WIB 2026-09-03] *** TP1 KENA *** harga=4428.19 — L1 profit! Geser SL L2 ke BE 4310
[14:33:54 WIB 2026-09-03] *** TP1 KENA *** harga=4427.54 — L1 profit! Geser SL L2 ke BE 4310
[14:34:54 WIB 2026-09-03] *** TP1 KENA *** harga=4427.54 — L1 profit! Geser SL L2 ke BE 4310
[14:35:54 WIB 2026-09-03] *** TP1 KENA *** harga=4425.85 — L1 profit! Geser SL L2 ke BE 4310
[14:36:54 WIB 2026-09-03] *** TP1 KENA *** harga=4425.44 — L1 profit! Geser SL L2 ke BE 4310
[14:37:54 WIB 2026-09-03] *** TP1 KENA *** harga=4425.49 — L1 profit! Geser SL L2 ke BE 4310
[14:38:54 WIB 2026-09-03] *** TP1 KENA *** harga=4427.63 — L1 profit! Geser SL L2 ke BE 4310
[14:39:54 WIB 2026-09-03] *** TP1 KENA *** harga=4428.03 — L1 profit! Geser SL L2 ke BE 4310
[14:40:54 WIB 2026-09-03] *** TP1 KENA *** harga=4429.16 — L1 profit! Geser SL L2 ke BE 4310
[14:41:54 WIB 2026-09-03] *** TP1 KENA *** harga=4430.43 — L1 profit! Geser SL L2 ke BE 4310
